,customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
787,EV19512,nevada,F,master,1630196.76,19614.0,85.0,0.0,Personal Auto,Two-Door Car,574.024018
788,TE13577,oregon,F,college,231973.59,0.0,64.0,0.0,Personal Auto,Four-Door Car,632.715382
789,WY97929,arizona,M,college,871704.98,83846.0,74.0,3.0,Special Auto,Four-Door Car,355.2
790,YG20683,washington,M,college,286011.17,51159.0,72.0,0.0,Personal Auto,Four-Door Car,4.238626
791,FK75497,california,M,college,245340.83,83772.0,62.0,0.0,Personal Auto,Two-Door Car,42.248087
792,NE60110,arizona,M,college,598977.39,66839.0,154.0,0.0,Personal Auto,Luxury,739.2
793,TN36521,arizona,F,college,2498022.55,88440.0,70.0,0.0,Personal Auto,Two-Door Car,27.145151
794,HG33568,arizona,F,master,748263.95,25666.0,63.0,2.0,Personal Auto,Four-Door Car,270.002766
795,TW17878,oregon,F,high school or below,245757.6,52926.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
796,ZO83562,nevada,F,bachelors,237974.12,0.0,67.0,0.0,Personal Auto,Four-Door Car,494.946438
797,CH97539,washington,F,bachelors,828696.44,40001.0,70.0,0.0,Personal Auto,Four-Door Car,142.567008
798,CV29889,california,M,college,239391.54,0.0,70.0,0.0,Personal Auto,Four-Door Car,425.266308
799,MO33320,oregon,M,college,465715.95,18024.0,65.0,0.0,Personal Auto,Two-Door Car,312.0
800,QZ81258,oregon,F,college,1319792.89,0.0,68.0,3.0,Personal Auto,Four-Door Car,326.4
801,NY56352,oregon,F,bachelors,280391.67,23220.0,74.0,0.0,Personal Auto,Four-Door Car,251.334247
802,EA27048,california,F,high school or below,864650.41,64125.0,108.0,0.0,Personal Auto,SUV,369.818708
803,UT38865,oregon,F,college,742587.06,58042.0,62.0,0.0,Corporate Auto,Four-Door Car,161.419528
804,QC89139,oregon,F,high school or below,452873.74,90034.0,112.0,0.0,Corporate Auto,SUV,537.6
805,LA14484,nevada,M,high school or below,222707.28,27972.0,61.0,0.0,Special Auto,Four-Door Car,292.8
806,HN57556,california,F,high school or below,729294.88,0.0,65.0,0.0,Personal Auto,Four-Door Car,312.0
807,CV31235,arizona,M,bachelors,318435.52,50989.0,80.0,0.0,Corporate Auto,Four-Door Car,255.999709
808,WR45726,arizona,F,bachelors,1131520.37,11885.0,101.0,0.0,Special Auto,Four-Door Car,484.8
809,LB25094,california,F,bachelors,253070.51,89451.0,63.0,0.0,Special Auto,Four-Door Car,61.769564
810,KW56110,oregon,M,bachelors,1836155.53,0.0,182.0,0.0,Personal Auto,Luxury,1310.4
811,XO36233,washington,M,bachelors,864153.0,78904.0,109.0,0.0,Personal Auto,SUV,250.001424
812,ZX86243,arizona,M,doctor,327853.19,70247.0,83.0,1.0,Personal Auto,Four-Door Car,141.799422
813,DW29763,arizona,M,high school or below,527198.21,32653.0,67.0,0.0,Personal Auto,Two-Door Car,321.6
814,CT83377,washington,M,high school or below,376363.77,93595.0,97.0,4.0,Special Auto,Four-Door Car,49.797016
815,OQ90898,california,M,master,1395556.96,90279.0,115.0,0.0,Personal Auto,SUV,372.175592
816,GO77248,oregon,F,college,500152.75,0.0,72.0,0.0,Personal Auto,Four-Door Car,542.14385
817,QW33258,california,M,bachelors,708283.04,53310.0,189.0,3.0,Personal Auto,Luxury,1360.8
818,OU79745,california,M,college,761948.28,0.0,105.0,0.0,Personal Auto,Four-Door Car,504.0
819,VZ79886,oregon,F,bachelors,1255088.2,22234.0,160.0,0.0,Personal Auto,SUV,768.0
820,FI92440,washington,F,high school or below,3219660.04,91375.0,99.0,0.0,Personal Auto,Two-Door Car,72.632934
821,YG85980,nevada,F,high school or below,679377.41,22250.0,86.0,0.0,Personal Auto,Two-Door Car,720.601429
822,QM74621,oregon,M,bachelors,527231.97,0.0,80.0,0.0,Personal Auto,Four-Door Car,576.0
823,EI71732,oregon,F,doctor,626534.33,0.0,84.0,1.0,Personal Auto,Four-Door Car,481.025786
824,VN79010,california,F,high school or below,854758.61,51179.0,71.0,0.0,Corporate Auto,Four-Door Car,466.176731
825,FI61723,california,M,bachelors,278742.37,38667.0,72.0,0.0,Personal Auto,Four-Door Car,159.266473
826,OH55411,california,F,master,462680.11,79487.0,114.0,0.0,Corporate Auto,SUV,547.2
827,TF10720,nevada,F,doctor,866336.4,67763.0,107.0,2.0,Personal Auto,Four-Door Car,41.283167
828,NW30838,nevada,M,high school or below,387222.22,0.0,62.0,2.0,Corporate Auto,Four-Door Car,503.808329
829,CB58476,oregon,F,college,517081.15,0.0,71.0,0.0,Corporate Auto,Four-Door Car,859.599411
830,WI69346,california,F,master,896028.02,71943.0,112.0,0.0,Corporate Auto,SUV,305.653785
831,FS76657,oregon,F,college,547183.43,53526.0,68.0,0.0,Personal Auto,Four-Door Car,278.902846
832,YX89016,oregon,M,college,3493100.17,35005.0,295.0,0.0,Personal Auto,Luxury,1416.0
833,PK28821,california,M,college,262039.23,24721.0,67.0,0.0,Personal Auto,Four-Door Car,139.963594
834,MB51200,washington,M,college,1906949.95,0.0,102.0,2.0,Personal Auto,Four-Door Car,734.4
835,XG44587,arizona,M,master,575744.23,88997.0,72.0,0.0,Personal Auto,Four-Door Car,174.041566
836,FG91922,arizona,M,master,4022401.36,48587.0,111.0,0.0,Personal Auto,SUV,532.8
837,OM99303,arizona,F,high school or below,270148.83,76310.0,67.0,0.0,Personal Auto,Two-Door Car,321.6
838,RV67546,california,M,bachelors,371243.05,73205.0,92.0,0.0,Personal Auto,Four-Door Car,37.299865
839,UJ79253,oregon,F,college,2185084.0,51056.0,78.0,0.0,Personal Auto,Four-Door Car,95.816516
840,PN98247,california,M,college,784016.58,58414.0,210.0,2.0,Personal Auto,Luxury,1008.0
841,IB67546,california,F,bachelors,823703.79,23940.0,107.0,0.0,Personal Auto,SUV,513.6
842,OE19087,california,F,high school or below,224347.39,0.0,62.0,0.0,Personal Auto,Four-Door Car,446.4
843,CM95716,california,M,bachelors,843446.41,44216.0,71.0,0.0,Personal Auto,Four-Door Car,72.205362
844,MW62634,california,M,high school or below,222707.28,27972.0,61.0,0.0,Corporate Auto,Four-Door Car,292.8
845,QW67581,arizona,F,high school or below,517002.6,0.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
846,SN16059,california,F,master,264144.61,29305.0,66.0,0.0,Personal Auto,Four-Door Car,475.2
847,OE51254,california,F,college,279068.3,53882.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
848,RM42344,oregon,M,college,274512.98,91757.0,69.0,1.0,Personal Auto,Four-Door Car,331.2
849,GB35238,california,F,bachelors,757953.27,33906.0,64.0,0.0,Personal Auto,Two-Door Car,401.592109
850,ML82674,oregon,M,bachelors,1097878.03,68158.0,139.0,1.0,Personal Auto,SUV,253.183568
851,EI85244,california,M,college,825506.01,0.0,134.0,3.0,Personal Auto,SUV,643.2
852,DE28132,oregon,M,college,474773.46,42165.0,123.0,0.0,Corporate Auto,SUV,799.673766
853,TV25678,washington,M,college,354090.43,0.0,101.0,0.0,Personal Auto,SUV,727.2
854,TY26512,california,M,doctor,343613.43,30817.0,88.0,0.0,Personal Auto,Four-Door Car,91.834668
855,OB69153,california,M,bachelors,258218.53,68074.0,65.0,0.0,Personal Auto,Four-Door Car,27.987867
856,QZ77637,washington,F,college,1166509.78,84978.0,35353.0,1.0,Corporate Auto,Four-Door Car,166.77296
857,XN41715,california,F,master,739628.37,71135.0,92.0,1.0,Personal Auto,Four-Door Car,270.563995
858,QR15857,california,F,college,433079.98,0.0,61.0,0.0,Personal Auto,Two-Door Car,292.8
859,FL69363,oregon,M,master,907576.82,37722.0,116.0,0.0,Personal Auto,Luxury,158.077504
860,IS30295,arizona,F,bachelors,1463545.16,0.0,139.0,0.0,Personal Auto,SUV,667.2
861,WA25797,washington,M,high school or below,856476.82,95697.0,107.0,0.0,Personal Auto,Luxury,178.006524
862,NL59519,california,F,college,1156568.75,64642.0,96.0,0.0,Personal Auto,Four-Door Car,404.265696
863,ZU93025,oregon,F,college,277104.5,50071.0,71.0,0.0,Personal Auto,Two-Door Car,18.918935
864,DK94262,oregon,M,high school or below,850712.88,46754.0,106.0,1.0,Personal Auto,SUV,513.818403
865,UQ30615,california,M,college,758211.38,64801.0,64.0,0.0,Corporate Auto,Four-Door Car,268.471802
866,OR40060,arizona,M,bachelors,332309.25,70410.0,83.0,0.0,Personal Auto,Four-Door Car,131.828507
867,DK32872,nevada,F,high school or below,523433.17,66957.0,131.0,1.0,Personal Auto,SUV,628.8
868,FA46418,nevada,F,high school or below,2470959.96,24213.0,78.0,1.0,Personal Auto,Four-Door Car,374.4
869,ER19995,washington,F,college,1778627.78,99790.0,6464.0,0.0,Personal Auto,Four-Door Car,178.986788
870,KI75855,oregon,M,master,255122.67,79751.0,63.0,0.0,Personal Auto,Two-Door Car,392.235698
871,ND41876,arizona,M,high school or below,724771.37,86122.0,182.0,1.0,Personal Auto,Luxury,873.6
872,PN21042,arizona,M,bachelors,453884.78,82297.0,116.0,0.0,Personal Auto,Luxury,0.382107
873,GJ43254,washington,M,college,3164210.46,89057.0,98.0,0.0,Corporate Auto,Two-Door Car,187.363583
874,AL46984,california,M,high school or below,873042.2,43259.0,73.0,0.0,Personal Auto,Four-Door Car,350.4
875,JP58047,oregon,M,college,833273.06,0.0,79.0,0.0,Personal Auto,Four-Door Car,379.2
876,ZE85014,california,M,college,235774.7,25064.0,62.0,0.0,Personal Auto,Four-Door Car,297.6
877,KU88219,arizona,M,master,463716.4,25816.0,119.0,0.0,Personal Auto,Luxury,571.2
878,UU98729,california,M,bachelors,535719.27,0.0,73.0,0.0,Personal Auto,Four-Door Car,350.853987
879,WS82822,oregon,F,college,539197.1,41662.0,69.0,0.0,Corporate Auto,Four-Door Car,217.973168
880,YB49933,arizona,M,bachelors,369414.05,96170.0,92.0,0.0,Personal Auto,Four-Door Car,441.6
881,XC16387,arizona,F,high school or below,504041.24,46072.0,64.0,0.0,Personal Auto,Four-Door Car,25.934064
882,XJ96748,arizona,F,high school or below,2749542.19,37931.0,99.0,0.0,Personal Auto,Four-Door Car,475.2
883,TM98684,oregon,M,high school or below,484228.5,35127.0,62.0,0.0,Personal Auto,Four-Door Car,297.6
884,AY18433,washington,F,high school or below,2738281.89,45473.0,76.0,0.0,Special Auto,Two-Door Car,188.938397
885,DM74502,nevada,F,college,522710.19,93087.0,131.0,3.0,Corporate Auto,Luxury,628.8
886,FT56968,arizona,M,high school or below,259009.6,22398.0,67.0,2.0,Personal Auto,Four-Door Car,321.6
887,OX36896,california,M,high school or below,1053607.8,92983.0,87.0,1.0,Corporate Auto,Four-Door Car,153.205591
888,BZ65376,arizona,M,bachelors,858127.87,27689.0,239.0,2.0,Personal Auto,Luxury,2893.239678
889,LN34660,california,F,college,946311.33,69654.0,118.0,0.0,Corporate Auto,SUV,629.532731
890,JC29295,california,F,bachelors,1344100.64,80744.0,111.0,0.0,Personal Auto,SUV,361.284757
891,KJ87930,california,F,bachelors,388650.48,0.0,112.0,0.0,Corporate Auto,SUV,1185.988301
892,XT36360,arizona,F,high school or below,678489.37,0.0,64.0,1.0,Personal Auto,Four-Door Car,460.8
893,IX35050,arizona,M,bachelors,2359468.02,76358.0,66.0,0.0,Special Auto,Four-Door Car,86.461582
894,UN97379,oregon,M,bachelors,253862.63,18608.0,71.0,0.0,Corporate Auto,Four-Door Car,340.8
895,MR57294,california,M,high school or below,563994.2,73168.0,70.0,0.0,Personal Auto,Four-Door Car,425.800112
896,UG79499,washington,M,bachelors,1168137.43,70930.0,99.0,0.0,Personal Auto,Four-Door Car,190.43446
897,UA50747,washington,F,high school or below,2599775.0,62262.0,72.0,0.0,Corporate Auto,Four-Door Car,193.505325
898,GL20444,nevada,F,master,1377836.93,91474.0,113.0,0.0,Corporate Auto,Two-Door Car,24.087774
899,SP58110,california,F,bachelors,492318.17,61469.0,63.0,5.0,Personal Auto,Four-Door Car,302.4
900,XM91635,arizona,F,high school or below,227233.54,16618.0,62.0,0.0,Special Auto,Four-Door Car,219.288706
901,TV82603,california,F,bachelors,1489539.8,48081.0,188.0,0.0,Personal Auto,Luxury,881.360959
902,BB82067,oregon,M,doctor,975604.5,67632.0,121.0,0.0,Personal Auto,Luxury,26.951627
903,JP94676,oregon,F,bachelors,942297.41,34115.0,119.0,0.0,Personal Auto,SUV,466.122541
904,VU53417,arizona,M,high school or below,383735.76,23051.0,99.0,0.0,Personal Auto,Two-Door Car,475.2
905,IW54795,california,M,college,1095213.19,23748.0,99.0,0.0,Personal Auto,Four-Door Car,607.095655
906,RN78170,arizona,F,college,815913.66,40589.0,69.0,0.0,Corporate Auto,Four-Door Car,331.2
907,IX55883,california,F,college,1948049.98,50809.0,83.0,0.0,Personal Auto,Four-Door Car,290.381707
908,XM72420,arizona,F,high school or below,391936.67,66676.0,97.0,0.0,Personal Auto,Four-Door Car,558.099357
909,GC15104,nevada,F,bachelors,798514.21,52339.0,70.0,3.0,Corporate Auto,Four-Door Car,336.0
910,RX13282,oregon,M,bachelors,1216874.49,14973.0,115.0,0.0,Personal Auto,SUV,828.0
911,QA85890,arizona,F,high school or below,584932.15,0.0,83.0,0.0,Corporate Auto,Four-Door Car,540.514115
912,IR62668,arizona,F,bachelors,508583.66,31546.0,65.0,0.0,Personal Auto,Four-Door Car,100.049832
913,AL96740,california,F,college,290393.98,67763.0,73.0,1.0,Personal Auto,Four-Door Car,59.861963
914,SS48498,washington,F,college,627317.34,20836.0,79.0,0.0,Corporate Auto,Four-Door Car,193.57032
915,PE39479,washington,M,college,1832141.9,88592.0,76.0,0.0,Corporate Auto,Four-Door Car,199.79727
916,JH62891,oregon,F,college,517870.42,66943.0,65.0,1.0,Special Auto,Four-Door Car,53.084753
917,FI20423,arizona,F,high school or below,1402435.84,81872.0,115.0,0.0,Special Auto,Four-Door Car,256.43803
918,PM13394,washington,F,college,530943.59,22404.0,70.0,1.0,Personal Auto,Four-Door Car,211.136067
919,YV67971,california,F,high school or below,494980.38,21342.0,62.0,0.0,Personal Auto,Four-Door Car,74.350893
920,QD31377,california,M,bachelors,859566.53,34621.0,108.0,1.0,Corporate Auto,SUV,621.464468
921,YG10247,oregon,M,college,2295189.2,62396.0,64.0,0.0,Personal Auto,Four-Door Car,307.2
922,FE73696,oregon,M,high school or below,379213.03,97212.0,93.0,0.0,Personal Auto,Two-Door Car,360.05589
923,SW19699,arizona,F,bachelors,275574.8,49648.0,70.0,0.0,Personal Auto,Four-Door Car,65.954813
924,QJ40732,arizona,M,college,488033.96,97984.0,61.0,1.0,Personal Auto,Four-Door Car,407.450118
925,HM76207,california,F,college,905190.53,26308.0,114.0,0.0,Corporate Auto,SUV,547.2
926,NT59303,oregon,F,college,1011544.62,63528.0,256.0,0.0,Personal Auto,Luxury,1228.8
927,PU41393,nevada,M,college,826907.54,20225.0,114.0,1.0,Special Auto,SUV,547.2
928,QO86948,nevada,M,high school or below,807165.3,0.0,112.0,0.0,Personal Auto,SUV,806.4
929,QN10888,oregon,F,high school or below,772699.36,87620.0,64.0,0.0,Personal Auto,Four-Door Car,24.063693
930,VY19543,california,F,bachelors,831113.59,0.0,72.0,0.0,Corporate Auto,Four-Door Car,311.329282
931,XC15133,nevada,F,master,257402.04,34990.0,65.0,0.0,Personal Auto,Four-Door Car,42.689135
932,ST43550,oregon,M,bachelors,572732.71,99934.0,71.0,0.0,Special Auto,Four-Door Car,460.323855
933,FX36546,washington,M,master,367914.21,60804.0,92.0,0.0,Personal Auto,Four-Door Car,213.225001
934,JX68983,oregon,M,bachelors,274451.96,94648.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
935,HX78576,california,F,high school or below,563674.03,24516.0,71.0,0.0,Personal Auto,Four-Door Car,300.607591
936,ZQ11381,arizona,M,bachelors,1687038.82,61063.0,85.0,0.0,Personal Auto,Four-Door Car,262.504882
937,ON39271,california,M,master,273800.2,0.0,74.0,0.0,Personal Auto,Two-Door Car,263.365432
938,SB18278,oregon,M,bachelors,464470.05,0.0,64.0,0.0,Corporate Auto,Four-Door Car,307.2
939,ZT30559,california,F,high school or below,474668.65,15169.0,63.0,0.0,Personal Auto,Four-Door Car,302.4
940,XI41106,arizona,M,college,1687432.82,55390.0,71.0,0.0,Corporate Auto,Two-Door Car,256.268091
941,ZS88847,oregon,F,bachelors,238760.61,27592.0,62.0,0.0,Personal Auto,Four-Door Car,297.6
942,RU49126,washington,F,college,446533.57,61846.0,112.0,0.0,Personal Auto,SUV,215.8182
943,KR62797,arizona,F,high school or below,459162.59,83297.0,113.0,0.0,Personal Auto,SUV,542.4
944,ZJ73220,arizona,F,college,1309258.58,0.0,188.0,0.0,Special Auto,Luxury,1353.6
945,FY62633,oregon,M,bachelors,911226.66,0.0,90.0,0.0,Personal Auto,Four-Door Car,432.0
946,CU36986,california,F,high school or below,416516.66,55897.0,104.0,0.0,Personal Auto,Four-Door Car,499.2
947,WZ53904,arizona,M,bachelors,265998.06,21297.0,71.0,0.0,Personal Auto,Four-Door Car,45.507952
948,AA71604,arizona,F,master,1198659.21,87560.0,98.0,1.0,Personal Auto,Two-Door Car,470.4
949,TD10493,oregon,F,high school or below,289873.27,0.0,96.0,4.0,Personal Auto,Four-Door Car,691.2
950,LY97989,oregon,F,bachelors,289424.39,0.0,85.0,0.0,Personal Auto,Four-Door Car,408.0
951,VX39856,arizona,F,doctor,350045.44,89398.0,86.0,0.0,Personal Auto,Four-Door Car,82.409922
952,TP51897,california,F,college,262180.86,36843.0,68.0,3.0,Corporate Auto,Four-Door Car,357.642982
953,QQ89253,oregon,F,college,1022180.5,0.0,134.0,0.0,Personal Auto,SUV,643.2
954,EI91403,california,M,high school or below,257827.1,34946.0,65.0,0.0,Personal Auto,Two-Door Car,420.35698
955,QG15435,arizona,F,college,624259.57,75680.0,78.0,0.0,Personal Auto,Four-Door Car,136.787725
956,FZ55002,nevada,F,doctor,522028.1,0.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
957,HX77930,washington,F,college,313643.21,49532.0,79.0,1.0,Personal Auto,Four-Door Car,220.186677
958,UN37063,arizona,M,bachelors,452536.58,10269.0,65.0,0.0,Personal Auto,Two-Door Car,170.798204
959,VB87946,california,M,college,497035.73,49714.0,63.0,3.0,Personal Auto,Four-Door Car,266.165535
960,AB60627,california,M,high school or below,1546778.9,77517.0,129.0,0.0,Corporate Auto,SUV,98.921782
961,TA34903,oregon,M,high school or below,583889.92,81082.0,73.0,0.0,Personal Auto,Four-Door Car,281.295903
962,AQ51368,oregon,F,bachelors,1065688.2,72540.0,88.0,0.0,Corporate Auto,Two-Door Car,631.743039
963,NZ26102,oregon,F,high school or below,228961.87,0.0,65.0,0.0,Personal Auto,Four-Door Car,468.0
964,GB45753,california,M,high school or below,543980.42,61546.0,68.0,0.0,Corporate Auto,Two-Door Car,29.209521
965,BV79904,california,F,master,795615.01,44818.0,67.0,1.0,Personal Auto,Two-Door Car,136.883999
966,OB49075,arizona,M,bachelors,445811.34,17622.0,65.0,1.0,Personal Auto,Four-Door Car,312.0
967,DS97676,oregon,F,college,255505.15,0.0,72.0,0.0,Personal Auto,Four-Door Car,518.4
968,JO63462,california,M,bachelors,330799.9,79797.0,84.0,0.0,Corporate Auto,Two-Door Car,31.755601
969,NJ10602,washington,F,college,845905.32,92717.0,70.0,0.0,Personal Auto,Two-Door Car,224.27582
970,RS24501,oregon,F,college,1335012.09,28919.0,173.0,0.0,Personal Auto,SUV,830.4
971,VT78274,arizona,M,college,493122.13,0.0,68.0,0.0,Personal Auto,Four-Door Car,480.159011
972,SU56153,nevada,M,bachelors,777683.52,63568.0,65.0,0.0,Corporate Auto,Two-Door Car,390.792553
973,MN20737,nevada,F,college,255367.22,73935.0,64.0,1.0,Corporate Auto,Four-Door Car,72.071195
974,KL43114,arizona,F,high school or below,487646.97,0.0,66.0,0.0,Corporate Auto,Two-Door Car,316.8
975,YQ15567,oregon,F,bachelors,903430.58,18846.0,115.0,0.0,Personal Auto,SUV,552.0
976,TR88637,arizona,F,high school or below,810591.08,38893.0,103.0,0.0,Personal Auto,SUV,41.965252
977,TC88986,oregon,M,high school or below,561968.91,0.0,153.0,0.0,Special Auto,SUV,1027.000029
978,XX88577,california,M,bachelors,1572713.06,84824.0,196.0,0.0,Corporate Auto,SUV,319.820747
979,NE49052,california,F,high school or below,661801.64,20068.0,86.0,0.0,Corporate Auto,Four-Door Car,411.011162
980,KX17826,oregon,M,doctor,467004.8,0.0,125.0,0.0,Corporate Auto,SUV,600.0
981,CC91503,arizona,F,high school or below,1016936.98,0.0,135.0,0.0,Personal Auto,Luxury,648.0
982,WH32183,california,M,bachelors,832307.4,97245.0,70.0,0.0,Personal Auto,Four-Door Car,4.110585
983,ES90681,california,F,college,241776.0,51808.0,61.0,1.0,Personal Auto,Four-Door Car,351.149904
984,DW96592,california,M,bachelors,804487.24,71391.0,67.0,0.0,Personal Auto,Four-Door Car,284.000172
985,MT23134,oregon,M,high school or below,532572.45,0.0,73.0,0.0,Personal Auto,Two-Door Car,496.474767
986,BM69081,arizona,M,bachelors,694752.4,0.0,100.0,0.0,Personal Auto,SUV,925.137143
987,MB90871,oregon,F,college,584741.52,23496.0,77.0,0.0,Special Auto,Four-Door Car,13.164097
988,GT62080,washington,M,high school or below,588174.235,55561.0,63.0,0.0,Personal Auto,Four-Door Car,227.872071
989,QL77686,nevada,F,college,472478.61,23986.0,119.0,0.0,Corporate Auto,SUV,463.335061
990,ON77827,arizona,F,master,279022.8,22974.0,71.0,0.0,Personal Auto,Four-Door Car,180.667969
991,KP18988,oregon,F,high school or below,2153133.28,0.0,101.0,0.0,Personal Auto,Four-Door Car,484.8
992,TI92884,arizona,M,bachelors,1262283.27,61844.0,106.0,0.0,Personal Auto,Luxury,508.8
993,JH73503,arizona,M,doctor,2017196.15,24804.0,73.0,0.0,Personal Auto,Two-Door Car,350.4
994,YE97964,california,F,bachelors,1646436.59,27760.0,104.0,0.0,Personal Auto,SUV,302.764283
995,VA30351,oregon,F,high school or below,559538.99,74454.0,71.0,0.0,Personal Auto,Four-Door Car,340.8
996,PV55726,oregon,F,master,417068.73,29462.0,107.0,1.0,Personal Auto,SUV,513.6
997,UC88305,arizona,F,college,266544.71,52266.0,68.0,0.0,Corporate Auto,Two-Door Car,141.922839
998,TS53809,oregon,M,bachelors,709891.41,0.0,70.0,0.0,Personal Auto,Two-Door Car,349.783046
999,ZV32120,california,M,doctor,397134.51,23599.0,103.0,0.0,Corporate Auto,SUV,494.4
1000,FB80807,oregon,M,bachelors,552821.28,36088.0,72.0,0.0,Personal Auto,Four-Door Car,345.6
1001,AS55677,california,F,high school or below,833899.58,70534.0,104.0,0.0,Personal Auto,Four-Door Car,54.065538
1002,WA15684,oregon,M,college,3844585.59,27398.0,125.0,1.0,Personal Auto,SUV,600.0
1003,SA50567,nevada,M,bachelors,544855.52,85296.0,68.0,0.0,Personal Auto,Four-Door Car,342.515136
1004,KJ31611,arizona,M,high school or below,1080806.6,31063.0,92.0,0.0,Personal Auto,Four-Door Car,441.6
1005,VL37375,california,M,bachelors,618509.65,0.0,92.0,0.0,Personal Auto,Two-Door Car,1027.177255
1006,KN21017,nevada,M,high school or below,320822.59,52367.0,81.0,0.0,Personal Auto,Four-Door Car,275.989978
1007,PX44289,arizona,M,college,548010.41,58651.0,71.0,0.0,Personal Auto,Four-Door Car,472.599683
1008,AM97901,nevada,F,college,2298615.39,84831.0,192.0,0.0,Special Auto,Luxury,1336.931716
1009,RE42925,oregon,M,bachelors,1310792.59,49088.0,114.0,1.0,Corporate Auto,SUV,547.2
1010,TR81766,california,F,college,746292.63,70263.0,93.0,0.0,Corporate Auto,Two-Door Car,7.345946
1011,CH85057,oregon,F,doctor,1146399.1,45354.0,285.0,0.0,Personal Auto,Luxury,540.141566
1012,UP71482,arizona,M,high school or below,723613.25,0.0,63.0,0.0,Personal Auto,Four-Door Car,383.363758
1013,EG40670,california,F,bachelors,623268.79,28334.0,83.0,0.0,Special Auto,Four-Door Car,537.765151
1014,HV83672,oregon,F,bachelors,2839332.99,38772.0,90.0,0.0,Personal Auto,Four-Door Car,321.873474
1015,MG10140,oregon,F,college,374675.16,41479.0,94.0,1.0,Personal Auto,Two-Door Car,19.575683
1016,TC44716,california,M,bachelors,2156933.73,23909.0,119.0,0.0,Personal Auto,SUV,571.2
1017,QO65264,california,M,college,501208.37,48328.0,63.0,0.0,Personal Auto,Two-Door Car,108.138715
1018,EB66698,california,M,high school or below,337185.84,86689.0,85.0,0.0,Corporate Auto,Two-Door Car,408.0
1019,OT52034,california,M,bachelors,386477.68,24204.0,99.0,1.0,Personal Auto,Four-Door Car,707.303416
1020,CH85444,oregon,M,college,414571.19,25943.0,110.0,0.0,Corporate Auto,Two-Door Car,1067.333126
1021,PU85769,california,M,high school or below,515607.27,0.0,73.0,0.0,Personal Auto,Four-Door Car,807.947292
1022,UI73201,california,M,college,366737.5,62375.0,92.0,0.0,Personal Auto,Two-Door Car,618.630955
1023,SL50592,california,F,high school or below,783568.35,0.0,71.0,0.0,Corporate Auto,Four-Door Car,404.272806
1024,XP11075,arizona,M,bachelors,1456726.84,0.0,148.0,0.0,Personal Auto,SUV,710.4
1025,SI31236,oregon,M,bachelors,1017133.9,70200.0,65.0,0.0,Corporate Auto,Four-Door Car,312.0
1026,JN26745,nevada,F,bachelors,413577.52,0.0,112.0,0.0,Special Auto,Four-Door Car,707.977614
1027,VK48036,oregon,F,college,551149.11,79027.0,70.0,0.0,Corporate Auto,Four-Door Car,336.0
1028,JX76668,washington,F,high school or below,1131424.39,62935.0,141.0,0.0,Personal Auto,Luxury,232.242326
1029,DS45802,california,F,high school or below,541461.73,26893.0,68.0,0.0,Personal Auto,Four-Door Car,68.226001
1030,OA96690,oregon,F,high school or below,742159.35,47406.0,94.0,1.0,Personal Auto,Four-Door Car,287.149807
1031,EM27919,california,M,bachelors,445811.34,17622.0,65.0,1.0,Personal Auto,Four-Door Car,312.0
1032,QO41043,oregon,F,college,1447612.49,27572.0,124.0,0.0,Corporate Auto,SUV,595.2
1033,OV50124,oregon,F,college,493688.84,0.0,72.0,2.0,Personal Auto,Two-Door Car,391.636628
1034,PR31642,oregon,F,bachelors,452527.65,32802.0,114.0,0.0,Personal Auto,SUV,547.2
1035,BU41599,washington,F,master,558176.13,62739.0,70.0,0.0,Personal Auto,Two-Door Car,239.328571
1036,TK30357,california,F,bachelors,1413434.74,90844.0,118.0,0.0,Personal Auto,SUV,232.674417
1037,NF31087,nevada,F,high school or below,2472318.31,44685.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
1038,NH16984,california,F,bachelors,283806.78,0.0,80.0,0.0,Personal Auto,Four-Door Car,336.50961
1039,OS75493,california,F,high school or below,384848.36,42589.0,98.0,0.0,Corporate Auto,Four-Door Car,470.4
1040,VT63298,oregon,M,bachelors,1950447.39,0.0,72.0,0.0,Personal Auto,Four-Door Car,345.6
1041,QS75550,washington,F,bachelors,248004.59,93383.0,62.0,0.0,Corporate Auto,Two-Door Car,244.212286
1042,SZ16483,arizona,F,high school or below,436137.29,79583.0,109.0,2.0,Personal Auto,Four-Door Car,523.2
1043,VM92311,arizona,F,high school or below,252907.75,89129.0,64.0,0.0,Personal Auto,Four-Door Car,328.870868
1044,NJ46849,arizona,M,college,250444.48,0.0,69.0,0.0,Personal Auto,Four-Door Car,496.8
1045,WZ31900,oregon,F,bachelors,864970.06,94389.0,107.0,0.0,Corporate Auto,SUV,85.063708
1046,RG30482,oregon,F,college,1366835.53,0.0,197.0,0.0,Personal Auto,SUV,1418.4
1047,ZM86949,oregon,F,high school or below,2063508.46,84106.0,64.0,0.0,Personal Auto,Two-Door Car,334.408717
